Overall Rating,Type Of Traveller,Seat Type,Arrival City,A Country UV,UVA Coordinates,Departure City,D Country UV,UVD Coordinates,Date Flown
6,Family Leisure,Economy  ,,,,,,,11/1/2015
8,Solo Leisure,Economy  ,,,,,,,11/1/2015
9,Solo Leisure,Economy  ,,,,,,,11/1/2015
3,Couple Leisure,Business  ,,,,,,,10/1/2015
3,Couple Leisure,Economy  ,,,,,,,11/1/2015
4,Couple Leisure,Premium Economy,,,,,,,10/1/2015
4,Solo Leisure,Premium Economy,,,,,,,10/1/2015
6,Business,Economy  ,,,,,,,1/1/2015
1,Couple Leisure,Economy  ,,,,,,,11/1/2015
4,Couple Leisure,Business  ,,,,,,,11/1/2015
1,Business,Economy  ,,,,,,,11/1/2015
9,Couple Leisure,First  ,,,,,,,11/1/2015
7,Couple Leisure,Business  ,,,,,,,11/1/2015
8,Solo Leisure,Premium Economy,,,,,,,11/1/2015
8,Solo Leisure,Economy  ,,,,,,,8/1/2015
8,Couple Leisure,Premium Economy,,,,,,,11/1/2015
1,Couple Leisure,Economy  ,,,,,,,11/1/2015
1,Business,Business  ,,,,,,,11/1/2015
5,Couple Leisure,Premium Economy,,,,,,,11/1/2015
7,Business,Economy  ,,,,,,,11/1/2015
7,Couple Leisure,Business  ,,,,,,,11/1/2015
1,Business,Economy  ,,,,,,,11/1/2015
8,Couple Leisure,Business  ,,,,,,,11/1/2015
6,Solo Leisure,Business  ,,,,,,,11/1/2015
6,Couple Leisure,Premium Economy,,,,,,,11/1/2015
3,Business,Business  ,,,,,,,11/1/2015
2,Business,Economy  ,,,,,,,11/1/2015
3,Business,Business  ,,,,,,,11/1/2015
7,Solo Leisure,Business  ,,,,,,,11/1/2015
8,Solo Leisure,First  ,,,,,,,11/1/2015
2,Business,Economy  ,,,,,,,11/1/2015
8,Business,Premium Economy,,,,,,,10/1/2015
8,Solo Leisure,Economy  ,,,,,,,9/1/2015
1,Business,Economy  ,,,,,,,11/1/2015
10,Solo Leisure,Economy  ,,,,,,,11/1/2015
5,Couple Leisure,First  ,,,,,,,11/1/2015
3,Couple Leisure,Business  ,,,,,,,11/1/2015
3,Business,Business  ,,,,,,,11/1/2015
4,Couple Leisure,Economy  ,,,,,,,11/1/2015
4,Family Leisure,Economy  ,,,,,,,10/1/2015
3,Family Leisure,Economy  ,,,,,,,11/1/2015
3,Solo Leisure,Economy  ,,,,,,,10/1/2015
5,Solo Leisure,Economy  ,,,,,,,11/1/2015
5,Couple Leisure,Business  ,,,,,,,11/1/2015
3,Family Leisure,Economy  ,,,,,,,11/1/2015
3,Business,Business  ,,,,,,,11/1/2015
1,Couple Leisure,Business  ,,,,,,,9/1/2015
9,Couple Leisure,First  ,,,,,,,11/1/2015
7,Couple Leisure,First  ,,,,,,,10/1/2015
3,Business,Economy  ,,,,,,,11/1/2015
5,Couple Leisure,Business  ,,,,,,,10/1/2015
7,Business,Premium Economy,,,,,,,11/1/2015
1,Business,Economy  ,,,,,,,11/1/2015
9,Solo Leisure,First  ,,,,,,,5/1/2015
3,Solo Leisure,Economy  ,,,,,,,11/1/2015
1,Solo Leisure,Economy  ,,,,,,,11/1/2015
8,Family Leisure,Economy  ,,,,,,,10/1/2015
3,Solo Leisure,Economy  ,,,,,,,10/1/2015
1,Solo Leisure,Economy  ,,,,,,,9/1/2015
1,Business,Business  ,,,,,,,11/1/2015
10,Solo Leisure,Economy  ,,,,,,,10/1/2015
10,Couple Leisure,Business  ,,,,,,,11/1/2015
4,Business,First  ,,,,,,,10/1/2015
5,Solo Leisure,Premium Economy,,,,,,,11/1/2015
9,Family Leisure,Economy  ,,,,,,,11/1/2015
6,Family Leisure,Economy  ,,,,,,,10/1/2015
10,Solo Leisure,Economy  ,,,,,,,11/1/2015
3,Solo Leisure,Business  ,,,,,,,10/1/2015
9,Solo Leisure,Economy  ,,,,,,,9/1/2015
3,Business,Business  ,,,,,,,11/1/2015
5,Couple Leisure,Business  ,,,,,,,10/1/2015
6,Solo Leisure,Economy  ,,,,,,,9/1/2015
5,Family Leisure,Economy  ,,,,,,,10/1/2015
3,Couple Leisure,Premium Economy,,,,,,,10/1/2015
7,Solo Leisure,Premium Economy,,,,,,,10/1/2015
9,Business,Economy  ,,,,,,,10/1/2015
5,Solo Leisure,Business  ,,,,,,,3/1/2015
6,Business,Business  ,,,,,,,1/1/2015
9,Business,First  ,,,,,,,1/1/2015
1,Couple Leisure,Economy  ,,,,,,,10/1/2015
8,Solo Leisure,Premium Economy,,,,,,,10/1/2015
7,Solo Leisure,Economy  ,,,,,,,9/1/2015
10,Couple Leisure,Economy  ,,,,,,,10/1/2015
9,Couple Leisure,Business  ,,,,,,,10/1/2015
2,Solo Leisure,Economy  ,,,,,,,9/1/2015
7,Business,Premium Economy,,,,,,,10/1/2015
1,Solo Leisure,Economy  ,,,,,,,9/1/2015
2,Couple Leisure,Premium Economy,,,,,,,10/1/2015
3,Couple Leisure,Economy  ,,,,,,,1/1/2015
5,Couple Leisure,Economy  ,,,,,,,10/1/2015
2,Business,Economy  ,,,,,,,10/1/2015
5,Business,Business  ,,,,,,,10/1/2015
3,Solo Leisure,Economy  ,,,,,,,10/1/2015
5,Solo Leisure,Business  ,,,,,,,10/1/2015
2,Couple Leisure,Economy  ,,,,,,,8/1/2015
8,Couple Leisure,Premium Economy,,,,,,,10/1/2015
4,Solo Leisure,Premium Economy,,,,,,,9/1/2015
2,Couple Leisure,Business  ,,,,,,,10/1/2015
9,Couple Leisure,Premium Economy,,,,,,,10/1/2015
4,Couple Leisure,Business  ,,,,,,,10/1/2015
4,Family Leisure,Business  ,,,,,,,10/1/2015
3,Business,Economy  ,,,,,,,10/1/2015
8,Couple Leisure,Business  ,,,,,,,10/1/2015
3,Business,Business  ,,,,,,,10/1/2015
2,Business,Business  ,,,,,,,10/1/2015
8,Couple Leisure,Business  ,,,,,,,10/1/2015
7,Family Leisure,Premium Economy,,,,,,,10/1/2015
5,Business,Premium Economy,,,,,,,9/1/2015
8,Couple Leisure,Economy  ,,,,,,,10/1/2015
3,Solo Leisure,Economy  ,,,,,,,10/1/2015
2,Couple Leisure,Economy  ,,,,,,,10/1/2015
6,Couple Leisure,Business  ,,,,,,,10/1/2015
1,Solo Leisure,Economy  ,,,,,,,8/1/2015
9,Couple Leisure,Business  ,,,,,,,9/1/2015
1,Solo Leisure,Business  ,,,,,,,10/1/2015
1,Business,Business  ,,,,,,,9/1/2015
3,Solo Leisure,Business  ,,,,,,,9/1/2015
9,Solo Leisure,Economy  ,,,,,,,10/1/2015
6,Family Leisure,First  ,,,,,,,10/1/2015
9,Solo Leisure,Economy  ,,,,,,,9/1/2015
3,Couple Leisure,Economy  ,,,,,,,10/1/2015
7,Couple Leisure,Economy  ,,,,,,,10/1/2015
4,Business,Economy  ,,,,,,,10/1/2015
9,Business,Business  ,,,,,,,8/1/2015
6,Family Leisure,Economy  ,,,,,,,8/1/2015
1,Solo Leisure,Economy  ,,,,,,,10/1/2015
7,Solo Leisure,Economy  ,,,,,,,4/1/2015
6,Couple Leisure,Premium Economy,,,,,,,10/1/2015
8,Couple Leisure,Business  ,,,,,,,10/1/2015
5,Couple Leisure,Economy  ,,,,,,,10/1/2015
4,Family Leisure,Economy  ,,,,,,,4/1/2015
4,Couple Leisure,Economy  ,,,,,,,9/1/2015
7,Business,First  ,,,,,,,9/1/2015
2,Couple Leisure,Premium Economy,,,,,,,9/1/2015
1,Family Leisure,Economy  ,,,,,,,2/1/2015
9,Couple Leisure,Economy  ,,,,,,,10/1/2015
6,Business,Business  ,,,,,,,9/1/2015
6,Business,Premium Economy,,,,,,,9/1/2015
8,Solo Leisure,Business  ,,,,,,,9/1/2015
3,Solo Leisure,Economy  ,,,,,,,10/1/2015
3,Couple Leisure,Economy  ,,,,,,,9/1/2015
2,Business,Economy  ,,,,,,,9/1/2015
4,Family Leisure,Business  ,,,,,,,12/1/2014
5,Business,Business  ,,,,,,,9/1/2015
9,Solo Leisure,Economy  ,,,,,,,9/1/2015
3,Solo Leisure,Economy  ,,,,,,,9/1/2015
8,Family Leisure,Economy  ,,,,,,,8/1/2015
1,Couple Leisure,Economy  ,,,,,,,9/1/2015
6,Business,Economy  ,,,,,,,9/1/2015
5,Couple Leisure,Economy  ,,,,,,,9/1/2015
4,Couple Leisure,Economy  ,,,,,,,8/1/2015
5,Solo Leisure,Business  ,,,,,,,9/1/2015
1,Family Leisure,Economy  ,,,,,,,9/1/2015
8,Solo Leisure,Business  ,,,,,,,9/1/2015
4,Solo Leisure,Business  ,,,,,,,9/1/2015
8,Family Leisure,Economy  ,,,,,,,9/1/2015
7,Business,Business  ,,,,,,,9/1/2015
6,Business,Business  ,,,,,,,9/1/2015
4,Family Leisure,Economy  ,,,,,,,8/1/2015
7,Couple Leisure,Business  ,,,,,,,5/1/2015
3,Business,Business  ,,,,,,,9/1/2015
3,Solo Leisure,Business  ,,,,,,,9/1/2015
8,Solo Leisure,Economy  ,,,,,,,9/1/2015
1,Couple Leisure,Economy  ,,,,,,,9/1/2015
10,Solo Leisure,Premium Economy,,,,,,,9/1/2015
4,Couple Leisure,Economy  ,,,,,,,9/1/2015
5,Couple Leisure,Business  ,,,,,,,9/1/2015
2,Couple Leisure,Economy  ,,,,,,,9/1/2015
8,Couple Leisure,Economy  ,,,,,,,9/1/2015
7,Couple Leisure,Economy  ,,,,,,,9/1/2015
3,Solo Leisure,Economy  ,,,,,,,8/1/2015
10,Business,Business  ,,,,,,,9/1/2015
10,Couple Leisure,Economy  ,,,,,,,9/1/2015
1,Business,Business  ,,,,,,,9/1/2015
5,Couple Leisure,Business  ,,,,,,,9/1/2015
3,Couple Leisure,First  ,,,,,,,9/1/2015
7,Solo Leisure,Economy  ,,,,,,,8/1/2015
3,Family Leisure,Business  ,,,,,,,7/1/2015
1,Couple Leisure,Economy  ,,,,,,,9/1/2015
9,Solo Leisure,Business  ,,,,,,,9/1/2015
8,Couple Leisure,Premium Economy,,,,,,,9/1/2015
1,Couple Leisure,Economy  ,,,,,,,9/1/2015
2,Business,Business  ,,,,,,,9/1/2015
3,Couple Leisure,Economy  ,,,,,,,7/1/2015
4,Couple Leisure,Economy  ,,,,,,,9/1/2015
2,Solo Leisure,Business  ,,,,,,,9/1/2015
8,Solo Leisure,Premium Economy,,,,,,,9/1/2015
1,Couple Leisure,Economy  ,,,,,,,8/1/2015
9,Solo Leisure,Premium Economy,,,,,,,9/1/2015
1,Solo Leisure,Business  ,,,,,,,9/1/2015
10,Couple Leisure,Economy  ,,,,,,,9/1/2015
4,Couple Leisure,Economy  ,,,,,,,9/1/2015
7,Couple Leisure,Economy  ,,,,,,,8/1/2015
8,Couple Leisure,Economy  ,,,,,,,8/1/2015
7,Couple Leisure,Business  ,,,,,,,9/1/2015
2,Couple Leisure,Business  ,,,,,,,8/1/2015
1,Business,Business  ,,,,,,,9/1/2015
1,Couple Leisure,Economy  ,,,,,,,9/1/2015
1,Solo Leisure,Economy  ,,,,,,,4/1/2015
1,Couple Leisure,First  ,,,,,,,3/1/2015
4,Solo Leisure,Economy  ,,,,,,,9/1/2015
1,Family Leisure,Economy  ,,,,,,,9/1/2015
9,Solo Leisure,Business  ,,,,,,,8/1/2015
5,Solo Leisure,Economy  ,,,,,,,8/1/2015
6,Couple Leisure,Economy  ,,,,,,,8/1/2015
2,Family Leisure,Economy  ,,,,,,,8/1/2015
1,Business,Business  ,,,,,,,9/1/2015
1,Solo Leisure,Economy  ,,,,,,,9/1/2015
9,Couple Leisure,Economy  ,,,,,,,8/1/2015
7,Business,First  ,,,,,,,9/1/2015
1,Business,Business  ,,,,,,,8/1/2015
2,Family Leisure,Economy  ,,,,,,,8/1/2015
3,Business,Business  ,,,,,,,9/1/2015
6,Couple Leisure,Business  ,,,,,,,8/1/2015
9,Couple Leisure,Business  ,,,,,,,8/1/2015
7,Couple Leisure,Business  ,,,,,,,8/1/2015
5,Business,First  ,,,,,,,8/1/2015
6,Business,Business  ,,,,,,,8/1/2015
3,Couple Leisure,Business  ,,,,,,,8/1/2015
1,Family Leisure,Economy  ,,,,,,,8/1/2015
2,Family Leisure,Economy  ,,,,,,,9/1/2015
7,Couple Leisure,Economy  ,,,,,,,8/1/2015
10,Family Leisure,Economy  ,,,,,,,8/1/2015
10,Solo Leisure,Economy  ,,,,,,,8/1/2015
5,Couple Leisure,Business  ,,,,,,,7/1/2015
3,Solo Leisure,Economy  ,,,,,,,7/1/2015
8,Family Leisure,Economy  ,,,,,,,8/1/2015
3,Family Leisure,Economy  ,,,,,,,8/1/2015
5,Business,Economy  ,,,,,,,6/1/2015
3,Business,Economy  ,,,,,,,8/1/2015
3,Family Leisure,Economy  ,,,,,,,8/1/2015
8,Business,Business  ,,,,,,,8/1/2015
1,Business,Economy  ,,,,,,,8/1/2015
4,Couple Leisure,Business  ,,,,,,,8/1/2015
6,Solo Leisure,Business  ,,,,,,,8/1/2015
1,Family Leisure,Economy  ,,,,,,,8/1/2015
7,Couple Leisure,Business  ,,,,,,,8/1/2015
8,Solo Leisure,Economy  ,,,,,,,8/1/2015
1,Couple Leisure,Economy  ,,,,,,,8/1/2015
3,Couple Leisure,Economy  ,,,,,,,8/1/2015
1,Couple Leisure,Economy  ,,,,,,,8/1/2015
10,Couple Leisure,Economy  ,,,,,,,8/1/2015
2,Solo Leisure,Economy  ,,,,,,,8/1/2015
8,Business,First  ,,,,,,,8/1/2015
6,Business,Business  ,,,,,,,8/1/2015
8,Family Leisure,Economy  ,,,,,,,8/1/2015
2,Couple Leisure,Economy  ,,,,,,,8/1/2015
8,Solo Leisure,Business  ,,,,,,,8/1/2015
10,Family Leisure,Economy  ,,,,,,,8/1/2015
8,Couple Leisure,Economy  ,,,,,,,8/1/2015
3,Family Leisure,Business  ,,,,,,,8/1/2015
3,Family Leisure,Business  ,,,,,,,8/1/2015
9,Family Leisure,Business  ,,,,,,,8/1/2015
1,Business,Business  ,,,,,,,8/1/2015
3,Family Leisure,Economy  ,,,,,,,8/1/2015
10,Family Leisure,Economy  ,,,,,,,8/1/2015
4,Couple Leisure,Economy  ,,,,,,,8/1/2015
10,Family Leisure,Business  ,,,,,,,8/1/2015
9,Couple Leisure,Business  ,,,,,,,7/1/2015
4,Business,Economy  ,,,,,,,5/1/2015
1,Couple Leisure,Economy  ,,,,,,,8/1/2015
2,Couple Leisure,First  ,,,,,,,7/1/2015
1,Family Leisure,Economy  ,,,,,,,8/1/2015
1,Family Leisure,Economy  ,,,,,,,8/1/2015
7,Couple Leisure,Business  ,,,,,,,8/1/2015
1,Couple Leisure,Business  ,,,,,,,8/1/2015
9,Couple Leisure,Economy  ,,,,,,,8/1/2015
10,Family Leisure,Business  ,,,,,,,7/1/2015
8,Family Leisure,Economy  ,,,,,,,4/1/2015
3,Family Leisure,Economy  ,,,,,,,6/1/2015
7,Business,Business  ,,,,,,,9/1/2014
4,Solo Leisure,Business  ,,,,,,,7/1/2015
1,Solo Leisure,First  ,,,,,,,6/1/2015
9,Solo Leisure,Economy  ,,,,,,,8/1/2015
9,Couple Leisure,Business  ,,,,,,,8/1/2015
7,Solo Leisure,Economy  ,,,,,,,7/1/2015
9,Solo Leisure,Economy  ,,,,,,,8/1/2015
1,Family Leisure,Economy  ,,,,,,,8/1/2015
3,Business,Business  ,,,,,,,8/1/2015
7,Solo Leisure,Economy  ,,,,,,,8/1/2015
1,Solo Leisure,Economy  ,,,,,,,8/1/2015
8,Solo Leisure,Economy  ,,,,,,,8/1/2015
1,Solo Leisure,Economy  ,,,,,,,5/1/2015
1,Couple Leisure,Economy  ,,,,,,,8/1/2015
2,Business,Economy  ,,,,,,,7/1/2015
6,Couple Leisure,Economy  ,,,,,,,6/1/2015
8,Couple Leisure,Economy  ,,,,,,,7/1/2015
1,Business,First  ,,,,,,,8/1/2015
3,Family Leisure,Economy  ,,,,,,,8/1/2015
1,Solo Leisure,Business  ,,,,,,,6/1/2015
3,Business,Business  ,,,,,,,7/1/2015
4,Family Leisure,Premium Economy,,,,,,,7/1/2015
7,Couple Leisure,Premium Economy,,,,,,,7/1/2015
3,Business,Economy  ,,,,,,,7/1/2015
3,Couple Leisure,Economy  ,,,,,,,7/1/2015
4,Business,Economy  ,,,,,,,7/1/2015
2,Business,Business  ,,,,,,,7/1/2015
4,Family Leisure,Premium Economy,,,,,,,7/1/2015
7,Family Leisure,Economy  ,,,,,,,7/1/2015
2,Solo Leisure,First  ,,,,,,,6/1/2015
1,Business,First  ,,,,,,,7/1/2015
10,Business,Economy  ,,,,,,,7/1/2015
3,Business,Business  ,,,,,,,7/1/2015
1,Couple Leisure,Economy  ,,,,,,,7/1/2015
10,Business,Business  ,,,,,,,7/1/2015
9,Business,Business  ,,,,,,,7/1/2015
1,Business,Business  ,,,,,,,7/1/2015
1,Couple Leisure,Business  ,,,,,,,7/1/2015
7,Solo Leisure,Economy  ,,,,,,,7/1/2015
8,Couple Leisure,Business  ,,,,,,,5/1/2015
4,Business,Economy  ,,,,,,,7/1/2015
3,Business,Economy  ,,,,,,,
1,Solo Leisure,Economy  ,,,,,,,7/1/2015
3,Couple Leisure,Economy  ,,,,,,,7/1/2015
6,Solo Leisure,Economy  ,,,,,,,7/1/2015
7,Family Leisure,Economy  ,,,,,,,7/1/2015
7,Solo Leisure,Economy  ,,,,,,,7/1/2015
7,Solo Leisure,Premium Economy,,,,,,,7/1/2015
8,Couple Leisure,Business  ,,,,,,,5/1/2015
3,Business,Business  ,,,,,,,7/1/2015
6,Couple Leisure,First  ,,,,,,,7/1/2015
8,Couple Leisure,Business  ,,,,,,,7/1/2015
2,Solo Leisure,Economy  ,,,,,,,7/1/2015
5,Couple Leisure,Economy  ,,,,,,,7/1/2015
10,Solo Leisure,Business  ,,,,,,,6/1/2015
10,Solo Leisure,First  ,,,,,,,7/1/2015
4,Solo Leisure,Business  ,,,,,,,7/1/2015
1,Solo Leisure,Economy  ,,,,,,,9/1/2014
8,Family Leisure,Economy  ,,,,,,,6/1/2015
3,Business,Economy  ,,,,,,,7/1/2015
9,Solo Leisure,Business  ,,,,,,,12/1/2014
8,Couple Leisure,Economy  ,,,,,,,5/1/2015
4,Business,Business  ,,,,,,,7/1/2015
3,Solo Leisure,Economy  ,,,,,,,7/1/2015
8,Couple Leisure,Business  ,,,,,,,6/1/2015
9,Family Leisure,Economy  ,,,,,,,5/1/2015
1,Business,Economy  ,,,,,,,6/1/2015
9,Family Leisure,Business  ,,,,,,,6/1/2015
7,Couple Leisure,Premium Economy,,,,,,,5/1/2015
3,Business,Business  ,,,,,,,7/1/2015
5,Business,Business  ,,,,,,,7/1/2015
3,Business,First  ,,,,,,,7/1/2015
2,Business,Business  ,,,,,,,6/1/2015
1,Business,Business  ,,,,,,,7/1/2015
2,Business,Business  ,,,,,,,7/1/2015
3,Family Leisure,Economy  ,,,,,,,6/1/2015
10,Solo Leisure,Business  ,,,,,,,8/1/2014
1,Business,Economy  ,,,,,,,6/1/2015
1,Family Leisure,Economy  ,,,,,,,6/1/2015
10,Solo Leisure,Economy  ,,,,,,,7/1/2015
5,Family Leisure,Economy  ,,,,,,,7/1/2015
1,Family Leisure,Economy  ,,,,,,,7/1/2015
1,Family Leisure,Economy  ,,,,,,,6/1/2015
2,Solo Leisure,Economy  ,,,,,,,6/1/2015
6,Solo Leisure,Business  ,,,,,,,7/1/2015
1,Couple Leisure,Economy  ,,,,,,,6/1/2015
8,Solo Leisure,Economy  ,,,,,,,6/1/2015
8,Family Leisure,Economy  ,,,,,,,10/1/2014
3,Couple Leisure,Premium Economy,,,,,,,6/1/2015
2,Solo Leisure,Economy  ,,,,,,,6/1/2015
3,Couple Leisure,Economy  ,,,,,,,11/1/2014
4,Couple Leisure,Economy  ,,,,,,,11/1/2014
8,Solo Leisure,Business  ,,,,,,,6/1/2015
3,Couple Leisure,Business  ,,,,,,,6/1/2015
8,Couple Leisure,Business  ,,,,,,,6/1/2015
8,Solo Leisure,Economy  ,,,,,,,6/1/2015
4,Couple Leisure,Business  ,,,,,,,5/1/2015
2,Couple Leisure,Economy  ,,,,,,,6/1/2015
7,Business,Business  ,,,,,,,5/1/2015
3,Solo Leisure,Economy  ,,,,,,,4/1/2015
8,Business,Business  ,,,,,,,6/1/2015
3,Solo Leisure,First  ,,,,,,,6/1/2015
7,Couple Leisure,Business  ,,,,,,,6/1/2015
10,Solo Leisure,First  ,,,,,,,6/1/2015
1,Couple Leisure,Economy  ,,,,,,,5/1/2015
9,Business,Business  ,,,,,,,7/1/2014
1,Solo Leisure,,,,,,,,5/1/2015
6,Couple Leisure,Business  ,,,,,,,6/1/2015
8,Solo Leisure,Economy  ,,,,,,,6/1/2015
6,Solo Leisure,Business  ,,,,,,,6/1/2015
10,Couple Leisure,Economy  ,,,,,,,6/1/2015
9,Solo Leisure,Economy  ,,,,,,,6/1/2015
6,Solo Leisure,Economy  ,,,,,,,5/1/2015
9,Couple Leisure,Economy  ,,,,,,,6/1/2015
1,Business,Business  ,,,,,,,5/1/2015
8,Solo Leisure,Economy  ,,,,,,,5/1/2015
9,Solo Leisure,Business  ,,,,,,,6/1/2015
9,Solo Leisure,Economy  ,,,,,,,6/1/2015
10,Solo Leisure,Economy  ,,,,,,,5/1/2015
4,Business,Business  ,,,,,,,
5,Couple Leisure,Business  ,,,,,,,
8,Business,Business  ,,,,,,,
8,Family Leisure,Economy  ,,,,,,,
7,Business,Business  ,,,,,,,
5,Business,Business  ,,,,,,,
3,Business,Premium Economy,,,,,,,
7,Business,Business  ,,,,,,,
8,Family Leisure,Business  ,,,,,,,
1,,Business  ,,,,,,,
2,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
4,,Business  ,,,,,,,
3,,First  ,,,,,,,
2,,Business  ,,,,,,,
4,,Economy  ,,,,,,,
1,,Premium Economy,,,,,,,
4,,Premium Economy,,,,,,,
7,,Economy  ,,,,,,,
2,,Economy  ,,,,,,,
8,,Premium Economy,,,,,,,
7,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
7,,Premium Economy,,,,,,,
10,,Economy  ,,,,,,,
2,,Premium Economy,,,,,,,
1,,Business  ,,,,,,,
8,,First  ,,,,,,,
4,,,,,,,,,
2,,Economy  ,,,,,,,
5,,Premium Economy,,,,,,,
3,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
8,,Premium Economy,,,,,,,
9,,Economy  ,,,,,,,
10,,First  ,,,,,,,
3,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
7,,Business  ,,,,,,,
9,,Economy  ,,,,,,,
8,,Business  ,,,,,,,
9,,First  ,,,,,,,
8,,Premium Economy,,,,,,,
9,,Business  ,,,,,,,
8,,Economy  ,,,,,,,
9,,Business  ,,,,,,,
10,,First  ,,,,,,,
8,,Premium Economy,,,,,,,
10,,Business  ,,,,,,,
8,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
1,,Business  ,,,,,,,
7,,Premium Economy,,,,,,,
2,,Business  ,,,,,,,
10,,Economy  ,,,,,,,
8,,Business  ,,,,,,,
6,,Business  ,,,,,,,
10,,Business  ,,,,,,,
8,,Premium Economy,,,,,,,
10,,Business  ,,,,,,,
10,,Premium Economy,,,,,,,
9,,Business  ,,,,,,,
5,,Business  ,,,,,,,
2,,Premium Economy,,,,,,,
10,,Economy  ,,,,,,,
9,,First  ,,,,,,,
9,,Business  ,,,,,,,
10,,Premium Economy,,,,,,,
9,,Economy  ,,,,,,,
10,,Business  ,,,,,,,
7,,Business  ,,,,,,,
9,,Business  ,,,,,,,
10,,Business  ,,,,,,,
10,,First  ,,,,,,,
10,,Business  ,,,,,,,
9,,Premium Economy,,,,,,,
7,,Premium Economy,,,,,,,
9,,Economy  ,,,,,,,
10,,First  ,,,,,,,
9,,First  ,,,,,,,
10,,Economy  ,,,,,,,
2,,Business  ,,,,,,,
9,,Business  ,,,,,,,
10,,Economy  ,,,,,,,
2,,Premium Economy,,,,,,,
10,,Business  ,,,,,,,
9,,Economy  ,,,,,,,
3,,Economy  ,,,,,,,
9,,Economy  ,,,,,,,
8,,Economy  ,,,,,,,
9,,Economy  ,,,,,,,
7,,Premium Economy,,,,,,,
9,,Economy  ,,,,,,,
10,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
2,,Business  ,,,,,,,
3,,Economy  ,,,,,,,
10,,Business  ,,,,,,,
1,,Business  ,,,,,,,
6,,Business  ,,,,,,,
1,,Economy  ,,,,,,,
8,,First  ,,,,,,,
7,,Economy  ,,,,,,,
4,,Economy  ,,,,,,,
4,,Business  ,,,,,,,
7,,Business  ,,,,,,,
5,,Economy  ,,,,,,,
8,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
5,,Business  ,,,,,,,
10,,Premium Economy,,,,,,,
2,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
6,,Business  ,,,,,,,
3,,Business  ,,,,,,,
4,,First  ,,,,,,,
7,,Business  ,,,,,,,
3,,Premium Economy,,,,,,,
4,,Business  ,,,,,,,
1,,Economy  ,,,,,,,
1,,Business  ,,,,,,,
3,,Economy  ,,,,,,,
3,,Economy  ,,,,,,,
10,,Premium Economy,,,,,,,
7,,Business  ,,,,,,,
7,,Business  ,,,,,,,
9,,Economy  ,,,,,,,
8,,Business  ,,,,,,,
9,,Premium Economy,,,,,,,
10,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
5,,Business  ,,,,,,,
9,,First  ,,,,,,,
9,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
2,,Business  ,,,,,,,
3,,Economy  ,,,,,,,
4,,Economy  ,,,,,,,
10,,Economy  ,,,,,,,
10,,Economy  ,,,,,,,
6,,Business  ,,,,,,,
8,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
8,,Premium Economy,,,,,,,
9,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
1,,First  ,,,,,,,
7,,First  ,,,,,,,
7,,Economy  ,,,,,,,
5,,Economy  ,,,,,,,
5,,Business  ,,,,,,,
9,,Economy  ,,,,,,,
10,,Business  ,,,,,,,
10,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
3,,Business  ,,,,,,,
9,,Business  ,,,,,,,
7,,Economy  ,,,,,,,
5,,Economy  ,,,,,,,
6,,Economy  ,,,,,,,
3,,Business  ,,,,,,,
5,,Business  ,,,,,,,
8,,Economy  ,,,,,,,
6,,Business  ,,,,,,,
4,,Economy  ,,,,,,,
2,,Business  ,,,,,,,
2,,Business  ,,,,,,,
4,,Business  ,,,,,,,
9,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
8,,Economy  ,,,,,,,
5,,Economy  ,,,,,,,
3,,Business  ,,,,,,,
8,,Business  ,,,,,,,
5,,Business  ,,,,,,,
4,,Business  ,,,,,,,
8,,Business  ,,,,,,,
9,,Business  ,,,,,,,
4,,Economy  ,,,,,,,
2,,Business  ,,,,,,,
5,,First  ,,,,,,,
9,,Economy  ,,,,,,,
7,,Economy  ,,,,,,,
10,,Premium Economy,,,,,,,
8,,Business  ,,,,,,,
1,,Business  ,,,,,,,
1,,Premium Economy,,,,,,,
2,,Economy  ,,,,,,,
4,,Economy  ,,,,,,,
3,,Premium Economy,,,,,,,
7,,Economy  ,,,,,,,
2,,Economy  ,,,,,,,
1,,Economy  ,,,,,,,
2,,Economy  ,,,,,,,
5,,Business  ,,,,,,,
4,,First  ,,,,,,,
,,Economy  ,,,,,,,
10,,First  ,,,,,,,
9,,First  ,,,,,,,
1,,Economy  ,,,,,,,
2,,Premium Economy,,,,,,,
1,,Economy  ,,,,,,,
9,,Business  ,,,,,,,
3,,Economy  ,,,,,,,
10,,Economy  ,,,,,,,
3,,First  ,,,,,,,
6,,Business  ,,,,,,,
1,,Business  ,,,,,,,
4,,Economy  ,,,,,,,
6,,Premium Economy,,,,,,,
